STT,Code,Diali,GDCD,Hoahoc,KHTN,KHXH,LichSu,Ngoaingu,Nguvan,Sinhhoc,Toan,Vatli,City
542680,2003146,6.5,8.25,,,7.17,6.75,5,7.75,,7.2,,2
542681,2003147,7.25,9,,,6.58,3.5,6.2,6.5,,7.6,,2
542682,2003148,5.75,9.75,,,7.42,6.75,6.2,6.5,,8,,2
542683,2003149,,,7.5,7.08,,,4.8,6.75,7.25,8.8,6.5,2
542684,2003150,6.25,8.25,,,6.83,6,8.6,7,,8.2,,2
542685,2003151,7.5,8.75,,,7.25,5.5,9,7.25,,7.2,,2
542686,2003152,,,5,5.67,,,7.4,6.75,5.25,8.6,6.75,2
542687,2003153,,,6.75,6.25,,,8.2,7.75,4.75,8.4,7.25,2
542688,2003154,8,9,,,7.5,5.5,7.2,7,,8,,2
542689,2003155,,,6.75,6.75,,,8,6.25,6,8.4,7.5,2
542690,2003156,,,7.75,6.58,,,6.4,7,4.5,8.8,7.5,2
542691,2003157,7.75,8.5,,,7.67,6.75,6,7.75,,5.6,,2
542692,2003158,,,6.75,6.17,,,6.4,6.75,4.25,7.4,7.5,2
542693,2003159,,,8.25,7.58,,,9.2,7.75,6.25,7.8,8.25,2
542694,2003160,,,7.25,6.75,,,5.8,6.08,6.25,7.8,6.75,2
542695,2003161,,,4.75,6.08,,,6,6.5,6.25,8.2,7.25,2
542696,2003162,6,7.75,,,6.17,4.75,5,6.5,,6.4,,2
542697,2003163,,,7.5,6.5,,,5,7.25,6.5,8.4,5.5,2
542698,2003164,,,7.75,7.33,,,6.8,6.25,6,8.6,8.25,2
542699,2003165,8.25,9.25,,,8.58,8.25,8.6,5.75,,7,,2
542700,2003166,,,8.75,6.67,,,6.8,7,5.25,6.6,6,2
542701,2003167,,,7.5,6.5,,,7.6,6.25,4.25,7.6,7.75,2
542702,2003168,6,8.75,,,6.67,5.25,8,6.75,,8.4,,2
542703,2003169,,,4.75,5.25,,,5.8,6.5,3.75,8.4,7.25,2
542704,2003170,,,5.25,4.5,,,3.4,6.25,4.5,5.2,3.75,2
542705,2003171,,,7.25,6.83,,,5,8,7.75,7.8,5.5,2
542706,2003172,7.25,8,,,6.75,5,5.4,8.25,,7,,2
542707,2003173,,,6.5,6.25,,,6.4,7.25,5.5,7.4,6.75,2
542708,2003174,7,9.25,,,7.58,6.5,7.6,7,,7.6,,2
542709,2003175,,,6.5,6.08,,,9,7.75,4.75,9,7,2
542710,2003176,8,9.5,,,8.08,6.75,6.4,6.75,,7.4,,2
542711,2003177,8.25,8.25,,,7.17,5,6.6,6.25,,6.8,,2
542712,2003178,7.25,9,,,7.25,5.5,4.4,7.5,,7,,2
542713,2003179,7,8.25,,,7.42,7,7.2,8,,7,,2
542714,2003180,8.25,9.25,,,7.25,4.25,4.8,8.25,,8.2,,2
542715,2003181,,,4.5,4.83,,,8.6,6.5,2.5,7.8,7.5,2
542716,2003182,,,8,6.58,,,6.8,7.25,6,8.6,5.75,2
542717,2003183,,,6.5,6.92,,,8.6,6,6.75,8,7.5,2
542718,2003184,,,5,5.17,,,4.2,7,5,7.4,5.5,2
542719,2003185,,,8.25,7.67,,,7.4,7.25,7.75,8.4,7,2
542720,2003186,7.75,8.75,,,8.58,9.25,7.6,7,,7.4,,2
542721,2003187,7.5,9,,,6.83,4,6.2,6.25,,7.4,,2
542722,2003188,7.5,8.75,,,6.92,4.5,5,5,,7.8,,2
542723,2003189,,,6.25,6.08,,,8.6,6,5.5,7.6,6.5,2
542724,2003190,,,6.75,6,,,6.8,6,5,8.4,6.25,2
542725,2003191,,,5.5,5.75,,,4.4,5.75,4.75,7.6,7,2
542726,2003192,,,6.25,6.08,,,5.2,6,4.5,7.6,7.5,2
542727,2003193,,,7.5,7.08,,,7,7,6,8,7.75,2
542728,2003194,6.75,7.5,,,6.17,4.25,5.8,4.5,,6.4,,2
542729,2003195,8.25,8.25,,,7.33,5.5,8.4,5.75,,8,,2
542730,2003196,5.75,7.25,,,5.25,2.75,4.2,4.5,,6.2,,2
542731,2003197,,,7.75,7.5,,,8.6,7.75,8.25,9,6.5,2
542732,2003198,,,7,6.5,,,7,7.5,4.5,8.6,8,2
542733,2003199,5.5,8.25,,,6.33,5.25,6.4,6.5,,5.6,,2
542734,2003200,,,6.25,5.42,,,4.8,6.5,4.75,6.8,5.25,2
542735,2003201,7,8.5,,,6.75,4.75,5.6,7.5,,7.2,,2
542736,2003202,,,6.5,6.58,,,7.6,6,4.75,8.2,8.5,2
542737,2003203,,,6.5,6.08,,,4.6,5.25,4.75,8.6,7,2
542738,2003204,6,7.5,,,7.17,8,6,7.25,,7.2,,2
542739,2003205,,,7.5,6.58,,,5.2,7,5,9.2,7.25,2
542740,2003206,6.5,8,,,6.5,5,7.4,7.25,,6.8,,2
542741,2003207,7.75,8,,,7.5,6.75,8,7,,7.4,,2
542742,2003208,8,7.75,,,7.33,6.25,2.6,6.5,,7.6,,2
542743,2003209,,,3.25,4.67,,,7.2,6.25,4.5,6.8,6.25,2
542744,2003210,,,5.5,5.5,,,7,6,3.75,7.8,7.25,2
542745,2003211,8.75,8.25,,,7.83,6.5,5.6,5.75,,4.6,,2
542746,2003212,7.75,8.5,,,7.17,5.25,7.2,7,,7.4,,2
542747,2003213,,,5.5,5.33,,,7.4,6.5,4.25,7.6,6.25,2
542748,2003214,8.75,9,,,8,6.25,7,6.5,,7.8,,2
542749,2003215,4.75,6,,,5.08,4.5,4.8,7.25,,6.2,,2
542750,2003216,,,8.5,7.25,,,6.4,7.75,5.5,8.4,7.75,2
542751,2003217,,,7,6.58,,,6.6,7.5,5.25,7.6,7.5,2
542752,2003218,8,9,,,7.58,5.75,5.4,6.5,,7.4,,2
542753,2003219,6.75,9,,,7.17,5.75,7.2,6.75,,6.2,,2
542754,2003220,7.25,8.5,,,7.17,5.75,5,7.5,,7.6,,2
542755,2003221,7.25,9.25,,,8.17,8,6,7.75,,7.2,,2
542756,2003222,5.75,6.75,,,5.17,3,4.4,7,,6.6,,2
542757,2003223,,,3.25,4.67,,,5.4,7,4,7.4,6.75,2
542758,2003224,6,5.5,,,5.08,3.75,4.2,6.75,,4.8,,2
542759,2003225,6.5,8.5,,,6.5,4.5,6.4,6.5,,7.6,,2
542760,2003226,,,6,5.25,,,4.8,5,5,5,4.75,2
542761,2003227,,,6.25,5.33,,,7.4,6.75,3.75,7.6,6,2
542762,2003228,7.25,7.5,,,7.33,7.25,8.8,7,,8.2,,2
542763,2003229,,,7.25,5.67,,,5.6,6.5,5.25,7.8,4.5,2
542764,2003230,,,6.25,5.25,,,6.6,7,5.25,6.6,4.25,2
542765,2003231,,,3.25,4,,,8,7.25,4.5,6.6,4.25,2
542766,2003232,8.75,8.75,,,8.5,8,5.6,7,,7.4,,2
542767,2003233,7.5,9.25,,,8,7.25,8.2,7.5,,7.6,,2
542768,2003234,,,6,5.33,,,4.6,5.75,4.5,6.4,5.5,2
542769,2003235,,,6,6.08,,,4.6,7.75,4,7.6,8.25,2
542770,2003236,,,5.75,6.42,,,8.8,7.25,6,7.2,7.5,2
542771,2003237,7,9.25,,,7.67,6.75,7.2,7.75,,7.6,,2
542772,2003238,,,6.75,6.92,,,8,6.25,6,7.8,8,2
542773,2003239,,,5.5,5.25,,,7.6,7.25,5.75,7.8,4.5,2
542774,2003240,,,7.5,6.67,,,7.4,7.25,5.25,8,7.25,2
542775,2003241,7.75,8.5,,,7.75,7,8,6.75,,8.2,,2
542776,2003242,,,8,7.25,,,4.8,6.25,6,7.8,7.75,2
542777,2003243,,,6.25,5.5,,,7,5.5,4,6.8,6.25,2
542778,2003244,,,7.75,7.17,,,7.4,7.25,8,8.2,5.75,2
542779,2003245,,,7.25,6.08,,,6.2,6,5,8.6,6,2
542780,2003246,,,7.25,6.83,,,7.8,7,7.5,8.2,5.75,2
542781,2003247,,,7.25,7.25,,,6.4,7.25,7,9,7.5,2
542782,2003248,7.5,8,,,6.58,4.25,4.2,6.75,,6.6,,2
542783,2003249,8,7.5,,,7.17,6,7.8,7.5,,7.8,,2
542784,2003250,7.25,9.25,,,7.5,6,7.8,8,,7.8,,2
542785,2003251,,,3.5,5.08,,,4.4,6.75,4,8.4,7.75,2
542786,2003252,,,6.5,6.42,,,5.4,6.5,6,7.6,6.75,2
542787,2003253,7.25,7.75,,,6.92,5.75,6.6,5.5,,6.6,,2
542788,2003254,7.25,9.5,,,7.33,5.25,8,7.75,,8.2,,2
542789,2003255,,,7.25,6.17,,,5.8,7.75,5.5,7.8,5.75,2
542790,2003256,7.75,8.25,,,7.33,6,8,7.25,,7.4,,2
542791,2003257,,,7.5,6.92,,,5.8,6.5,6.5,7.4,6.75,2
542792,2003258,8,8,,,7.83,7.5,7.6,7.25,,6.6,,2
542793,2003259,6.25,7.75,,,6.58,5.75,5.4,7.75,,8.2,,2
542794,2003260,6.5,8.5,,,6.33,4,7.2,6.5,,6.8,,2
542795,2003261,6.5,7.75,,,6.67,5.75,6,6.75,,4,,2
542796,2003262,,,6.75,6.58,,,6,6.75,5.75,8.6,7.25,2
542797,2003263,,,4.5,4.92,,,6.8,5.75,5.25,7.4,5,2
542798,2003264,6.75,9,,,6.75,4.5,9.2,8.25,,7.8,,2
542799,2003265,,,5.75,5.92,,,4.8,7,6.25,7.8,5.75,2
542800,2003266,6.25,7.75,,,6.92,6.75,4.4,6.5,,6.8,,2
542801,2003267,,,5.75,5.92,,,8,6.5,5,7.4,7,2
542802,2003268,6,7.25,,,5.75,4,6.6,7,,7.4,,2
542803,2003269,,,6,6.25,,,8.6,7,5.5,8.4,7.25,2
542804,2003270,,,5.25,5.75,,,8.8,6.75,5,7.6,7,2
542805,2003271,,,7.75,7,,,7.8,5.25,5,8.6,8.25,2
542806,2003272,,,6.25,5.42,,,4.6,5.75,6,7.4,4,2
542807,2003273,6.25,7.25,,,6.58,6.25,7.4,6.75,,4.6,,2
542808,2003274,6.25,9.5,,,7.08,5.5,5.4,7,,7.8,,2
542809,2003275,6.75,7,,,6.08,4.5,6.8,7,,6.8,,2
542810,2003276,,,6.25,6.83,,,8,7.25,6.25,8,8,2
542811,2003277,6,6.25,,,5.83,5.25,6,7.25,,7.2,,2
542812,2003278,6.25,7,,,5.92,4.5,5.8,7,,7,,2
542813,2003279,6.5,8.5,,,7.67,8,8,6.75,,8.2,,2
542814,2003280,,,7.5,6,,,5.6,7,4.25,8.4,6.25,2
542815,2003281,6.75,7.25,,,5.67,3,5.4,5.75,,6.8,,2
542816,2003282,,,7.75,7.58,,,5.4,6,7.25,8,7.75,2
542817,2003283,6.5,8.75,,,7.08,6,6.4,7,,7.2,,2
542818,2003284,,,5.5,6.58,,,6.6,7.5,6.75,8,7.5,2
542819,2003285,,,6,5.83,,,,7,4.75,7,6.75,2
542820,2003286,,,7,6.67,,,5.8,7.5,7,8.4,6,2
542821,2003287,5.25,7,,,4.92,2.5,5.6,6.5,,6.8,,2
542822,2003288,,,7,5.67,,,5,6.5,4,7.4,6,2
542823,2003289,,,7,6.08,,,7.6,7,5.5,7.2,5.75,2
542824,2003290,,,7,5.58,,,4.8,6.5,3.5,7.2,6.25,2
542825,2003291,7.75,9.5,,,8,6.75,8.4,7.5,,8.8,,2
542826,2003292,,,7.5,7.08,,,8.6,8,6.5,8.8,7.25,2
542827,2003293,7.25,8.25,,,6.83,5,7.6,8,,7.8,,2
542828,2003294,7.5,8.75,,,7.83,7.25,7,7.75,,7.8,,2
542829,2003295,8,7.25,,,7.33,6.75,7.2,5.5,,6.2,,2
542830,2003296,,,7,6.33,,,7.4,7,6.75,8.2,5.25,2
542831,2003297,,,6.5,5.08,,,5.2,5.5,4,7.6,4.75,2
542832,2003298,6.25,7.75,,,5.33,2,5.4,3.75,,4.6,,2
542833,2003299,5.75,9,,,7,6.25,6.4,6.5,,5.4,,2
542834,2003300,7.25,6.75,,,6.58,5.75,6,6,,5.2,,2
542835,2003301,,,8,7.25,,,6.4,6.5,7.25,7.8,6.5,2
542836,2003302,8.5,9.25,,,8.17,6.75,8.4,7.25,,7.8,,2
542837,2003303,7.25,8.25,,,6.92,5.25,8.2,6,,6.6,,2
542838,2003304,,,8.25,6.92,,,6,5.5,6,8.2,6.5,2
542839,2003305,6.5,8,,,7.25,7.25,3.4,6,,5.2,,2
542840,2003306,6,5,,,4.75,3.25,4.8,6.5,,3.6,,2
542841,2003307,8,9.5,,,7.92,6.25,8,7.5,,7.8,,2
542842,2003308,7.5,9,,,7.58,6.25,7.8,7,,8.2,,2
542843,2003309,,,5.75,6.08,,,4.8,7.5,5,8,7.5,2
542844,2003310,,,6.5,6.08,,,7.8,6.75,4.75,8.2,7,2
542845,2003311,6,7,,,5.75,4.25,5.8,6.75,,6.4,,2
542846,2003312,,,8.75,7.83,,,6,7.5,6.75,8.6,8,2
542847,2003313,,,4.5,5.92,,,6,6,6.25,6,7,2
542848,2003314,4.75,7.5,,,5.33,3.75,7.6,6.5,,5.4,,2
542849,2003315,,,3.75,4.17,,,8.2,7.25,3.5,8.4,5.25,2
542850,2003316,7.25,8.75,,,7.33,6,4.4,5.25,,5.6,,2
542851,2003317,,,8,7.33,,,8.4,8.5,6.5,7.8,7.5,2
542852,2003318,6.5,9.25,,,7.42,6.5,7,5.25,,8.2,,2
542853,2003319,,,6,6.58,,,4.8,7,5.5,8.2,8.25,2
542854,2003320,,,8.25,7.17,,,6.4,6.5,5,9.2,8.25,2
542855,2003321,6.75,7.25,,,6.33,5,6.8,7.75,,5.8,,2
542856,2003322,7.25,9,,,7.83,7.25,7.4,6.5,,7.2,,2
542857,2003323,6.5,8.25,,,5.92,3,5.2,6.25,,7.4,,2
542858,2003324,,,7.25,6,,,5.4,6,3.75,8.6,7,2
542859,2003325,,,7,6.33,,,7.4,5.5,5.25,6.2,6.75,2
542860,2003326,7.5,7.75,,,7.33,6.75,7.6,6.75,,7.8,,2
542861,2003327,,,6.5,6.58,,,6.4,5,6,8.4,7.25,2
542862,2003328,,,7.25,6.17,,,8,7,4.25,8.4,7,2
542863,2003329,8.5,8.5,,,8.5,8.5,7.2,7,,7.6,,2
542864,2003330,,,4.75,4.17,,,3.6,6.25,4.25,6.4,3.5,2
542865,2003331,6.5,7.5,,,6.25,4.75,8.8,7.25,,7,,2
542866,2003332,7.5,7,,,6.25,4.25,4.8,7,,6.6,,2
542867,2003333,6.75,8.25,,,6.5,4.5,5,7,,6.6,,2
542868,2003334,8,8.5,,,7.17,5,7,7.42,,7.6,,2
542869,2003335,7.75,7.25,,,7.5,7.5,6.8,6.75,,6.4,,2
542870,2003336,,,6,6.25,,,7.4,6.75,5.25,8.2,7.5,2
542871,2003337,6.75,8.25,,,7.08,6.25,5,6,,7.2,,2
542872,2003338,6.75,7.75,,,6.42,4.75,6.8,6.75,,6.2,,2
542873,2003339,7.25,7.5,,,7,6.25,7.6,7,,7.2,,2
542874,2003340,,,6.25,4.92,,,5,6,4.25,6.4,4.25,2
542875,2003341,7,8.5,,,7.67,7.5,5.8,8,,6.8,,2
542876,2003342,,,7.5,7.67,,,5.8,8.5,7.75,8.4,7.75,2
542877,2003343,8.25,9.5,,,9.08,9.5,8.2,8.25,,6.2,,2
542878,2003344,6.25,7.75,,,6.5,5.5,6,8,,7.4,,2
542879,2003345,,,7.75,7.5,,,8.4,7,6.75,8,8,2
542880,2003346,8,9.25,,,7.75,6,7.6,7.5,,7.2,,2
542881,2003347,,,6.75,6.5,,,5.6,7.25,5.75,8,7,2
542882,2003348,6,9,,,6.25,3.75,6,4.5,,5.8,,2
542883,2003349,,,5,5.92,,,6.2,5.5,6,8.6,6.75,2
542884,2003350,5.75,6.75,,,5.83,5,6,7.5,,7.6,,2
542885,2003351,7.5,8,,,6.58,4.25,5,6.5,,7.4,,2
542886,2003352,,,8,8.08,,,7.8,5.5,8,8.6,8.25,2
542887,2003353,,,3.5,4.5,,,8.4,8,5,8,5,2
542888,2003354,6.25,7.75,,,5.92,3.75,4.2,6.75,,7,,2
542889,2003355,7.25,8,,,6.83,5.25,3.2,7,,7,,2
542890,2003356,7.5,8.5,,,6.92,4.75,6.2,6.5,,6,,2
542891,2003357,8.5,9.75,,,9,8.75,7.8,7.25,,8,,2
542892,2003358,8.75,9,,,8.25,7,5,7.5,,7.2,,2
542893,2003359,,,6.25,5.33,,,6,7.5,5,8.4,4.75,2
542894,2003360,,,5.75,5.25,,,5.2,7.25,4.5,7,5.5,2
542895,2003361,7.75,9.25,,,7.58,5.75,5.4,8.75,,8.2,,2
542896,2003362,9,7.75,,,7.25,5,7.2,6.25,,7.4,,2
542897,2003363,,,8.5,7.75,,,5.2,6.75,8,8.6,6.75,2
542898,2003364,,,6.25,6.75,,,4.8,6.5,6.5,7,7.5,2
542899,2003365,,,7.25,5.08,,,8.4,5.75,4.75,8.8,3.25,2
542900,2003366,,,6.75,6.67,,,8,7.5,6.75,7.6,6.5,2
542901,2003367,5,9,,,6.17,4.5,5.4,8.25,,7.4,,2
542902,2003368,5,8,,,6.33,6,5.4,6.5,,7,,2
542903,2003369,7.25,9.5,,,7.75,6.5,4.6,7.25,,8.4,,2
542904,2003370,6,6.25,,,6.17,6.25,7,7.75,,6.8,,2
542905,2003371,7.5,7.75,,,6.83,5.25,5.8,7.25,,7,,2
542906,2003372,7.5,8.25,,,7.17,5.75,6.8,6.5,,7.6,,2
542907,2003373,8,7.25,,,6.83,5.25,6,5.75,,7,,2
542908,2003374,,,8,6.75,,,7.6,7.75,5.75,8.8,6.5,2
542909,2003375,,,5.5,6.17,,,7.2,8,7,7.6,6,2
542910,2003376,,,7.5,6.75,,,7.8,7.5,5,7.6,7.75,2
542911,2003377,6.5,6.75,,,6,4.75,7.8,6.75,,5.4,,2
542912,2003378,,,8.25,5.17,,,7.2,6.25,3.75,7.4,3.5,2
542913,2003379,7.5,8.5,,,7.33,6,8,7.25,,6.4,,2
542914,2003380,6.5,9,,,7.17,6,5.2,6.25,,5.4,,2
542915,2003381,,,4.5,5.08,,,7.4,5.75,3.25,6.8,7.5,2
542916,2003382,,,5,5.17,,,4,6,5,7.6,5.5,2
542917,2003383,8,7.5,,,7.17,6,5.6,6.75,,6.8,,2
542918,2003384,9,8.25,,,8.67,8.75,5.4,7.25,,6.8,,2
542919,2003385,,,4.5,4,,,4,6.5,3,6.6,4.5,2
542920,2003386,,,7.25,6.83,,,7.2,4,5.75,8.4,7.5,2
542921,2003387,,,5,5.83,,,8.6,5.75,4.75,7.8,7.75,2
542922,2003388,,,5,5.17,,,7,6.5,5.25,6.8,5.25,2
542923,2003389,,,2.75,2.83,,,2.6,6.75,3.25,3.6,2.5,2
542924,2003390,6.75,7,,,6.5,5.75,4.6,6.5,,7,,2
542925,2003391,8,9,,,8.5,8.5,7,6.25,,6.2,,2
542926,2003392,6.5,8,,,6.33,4.5,2,7,,7.2,,2
542927,2003393,8,9.25,,,8.25,7.5,6.8,7.25,,6,,2
542928,2003394,7,7.75,,,6.83,5.75,8.2,8.25,,8.2,,2
542929,2003395,7.25,8.75,,,7.33,6,4.6,6.25,,6,,2
542930,2003396,6.75,8.5,,,7.33,6.75,7,6.25,,8,,2
542931,2003397,6.5,8.25,,,6.92,6,7.4,7,,8.8,,2
542932,2003398,7.75,9.25,,,7.08,4.25,7,7.75,,8.4,,2
542933,2003399,6.25,6.5,,,5.75,4.5,3.4,7,,6.2,,2
542934,2003400,8.25,8.75,,,8.25,7.75,6.8,8.25,,8.4,,2
542935,2003401,7.25,7.75,,,6.5,4.5,5.6,5.5,,6.6,,2
542936,2003402,6.5,8,,,6.33,4.5,4.4,6.25,,6.4,,2
542937,2003403,6.5,8.25,,,6.83,5.75,6.8,7,,7,,2
542938,2003404,7.25,8.25,,,7.67,7.5,,7.75,,6.8,,2
542939,2003405,7.5,8.5,,,8.17,8.5,8.8,7.25,,7.6,,2
542940,2003406,7.25,8.75,,,7.5,6.5,7.6,7.5,,8.4,,2
542941,2003407,8.25,9.25,,,7.67,5.5,7,7,,6.6,,2
542942,2003408,6.75,7.5,,,6.25,4.5,8.8,5.5,,4.8,,2
542943,2003409,7.5,8,,,7.33,6.5,8.2,8.5,,5.2,,2
542944,2003410,7,9,,,6.83,4.5,3.8,6.5,,7.6,,2
542945,2003411,7.75,9.5,,,7.92,6.5,6.2,8.25,,8,,2
542946,2003412,5.5,8,,,6.42,5.75,4.4,8,,6.8,,2
542947,2003413,8,8.25,,,8.25,8.5,6.2,7.75,,7.6,,2
542948,2003414,5.5,9.25,,,6.5,4.75,4.8,7.5,,6.4,,2
542949,2003415,8,6.25,,,6.25,4.5,7.2,7.75,,6.8,,2
542950,2003416,7.25,7.75,,,6.58,4.75,6,8.25,,8,,2
542951,2003417,7.75,8.25,,,7.92,7.75,5.6,8,,7.6,,2
542952,2003418,6,6.5,,,5.58,4.25,3.6,7,,7,,2
542953,2003419,8,8.5,,,6.83,4,6,6.75,,7.8,,2
542954,2003420,7.25,8,,,7.75,8,9.2,6.75,,8.2,,2
542955,2003421,7.75,8.5,,,7.08,5,6.2,6.5,,6.4,,2
542956,2003422,7.5,8.25,,,6.92,5,6.2,7.5,,6.8,,2
542957,2003423,8.25,9,,,7.75,6,7.2,7,,8.6,,2
542958,2003424,7,8,,,6.58,4.75,8.2,7.75,,8.6,,2
542959,2003425,7.5,8.25,,,7.92,8,6,7.5,,7.6,,2
542960,2003426,6.5,8.5,,,6.67,5,4.6,7.5,,6.8,,2
542961,2003427,7.5,7.75,,,7.17,6.25,8.4,8,,8,,2
542962,2003428,8,9,,,7.75,6.25,7.2,7,,6.6,,2
542963,2003429,,,5.5,5.83,,,7.2,6.75,5.5,8,6.5,2
542964,2003430,6.75,8,,,7,6.25,4.6,6.5,,7.2,,2
542965,2003431,,,7.75,7.25,,,5.2,7.5,6.25,7.6,7.75,2
542966,2003432,,,6,5.5,,,4.4,6.75,4.75,6.8,5.75,2
542967,2003433,,,7,6.5,,,5.6,6.75,5.5,8.2,7,2
542968,2003434,,,6,6.83,,,7.2,5.75,6.75,7.8,7.75,2
542969,2003435,,,7,6.17,,,5.8,6.5,4.5,7,7,2
542970,2003436,6.5,7.5,,,6.58,5.75,8.2,7,,5.6,,2
542971,2003437,7,8.5,,,7.17,6,6.2,6.5,,8.2,,2
542972,2003438,,,5,5.83,,,7,6.5,6.25,6.6,6.25,2
542973,2003439,6.75,7.75,,,6.83,6,6,6.25,,6,,2
542974,2003440,7.75,10,,,8.25,7,6.6,6.25,,5,,2
542975,2003441,6.25,7.75,,,6.08,4.25,7.2,7.25,,8.4,,2
542976,2003442,7.25,9,,,7.25,5.5,7.6,7.5,,7.6,,2
542977,2003443,,,5.25,5.92,,,7.2,6,5.75,7.8,6.75,2
542978,2003444,,,6.5,5.67,,,7.8,6,3.75,7.6,6.75,2
542979,2003445,6.25,7.75,,,6.33,5,6.8,7.75,,7.4,,2
542980,2003446,7,9.25,,,7.25,5.5,7.4,6.75,,7.6,,2
542981,2003447,7,9.25,,,7.33,5.75,5,6.5,,6.4,,2
542982,2003448,,,5,5.17,,,4.6,6.75,5.25,7.6,5.25,2
542983,2003449,,,4.75,5,,,7.6,5.75,3.75,8.6,6.5,2
542984,2003450,,,8.5,6.92,,,7,4,5.25,8.4,7,2
542985,2003451,7,8.5,,,7.08,5.75,6.4,7.25,,7.8,,2
542986,2003452,,,6.5,6.25,,,7.6,7.75,4.5,6.8,7.75,2
542987,2003453,8,9,,,8.08,7.25,7.2,7.25,,7.6,,2
542988,2003454,8.5,9.75,,,8.25,6.5,7.2,7.5,,7,,2
542989,2003455,7.75,8.75,,,7.33,5.5,7.4,6.75,,7,,2
542990,2003456,6.5,8.25,,,6,3.25,3.6,7.25,,7.6,,2
542991,2003457,5.25,6.25,,,5.17,4,6,7.5,,6.4,,2
542992,2003458,7.5,8,,,6.67,4.5,6.2,7.75,,6.6,,2
542993,2003459,,,4.25,5.83,,,8,6.75,6.5,8,6.75,2
542994,2003460,,,9.25,7.5,,,8.2,8.5,8.5,8.6,4.75,2
542995,2003461,7,8.5,,,7.42,6.75,4.6,5.25,,6.4,,2
542996,2003462,,,5,5.5,,,6.8,6.25,4.25,8,7.25,2
542997,2003463,,,6.25,5.58,,,7.4,7,4.25,7.8,6.25,2
542998,2003464,,,5.25,5,,,4.8,5.75,4.75,8,5,2
542999,2003465,,,3.75,5.42,,,3.6,7,5.5,8,7,2
543000,2003466,7,7.75,,,7.42,7.5,8.6,6,,6.8,,2
543001,2003467,,,4,3.92,,,4.8,7.25,4.75,6.2,3,2
543002,2003468,,,6.75,5.92,,,4.4,6.75,5.75,8.4,5.25,2
543003,2003469,,,5.5,5.5,,,6.6,7.25,5.25,7.2,5.75,2
543004,2003470,,,7.25,6.92,,,6.6,6.75,7.25,8.8,6.25,2
543005,2003471,,,5.75,6.08,,,6,6.75,4.5,7.4,8,2
543006,2003472,,,7.25,6.83,,,7.4,8.5,6.5,8.2,6.75,2
543007,2003473,,,7.5,6.67,,,5.4,7,6.25,7.4,6.25,2
543008,2003474,6,7.5,,,5.83,4,5.4,6.25,,7.8,,2
543009,2003475,5.5,8.25,,,6.5,5.75,4,6.5,,6.6,,2
543010,2003476,,,7.5,7.25,,,5.6,5,9,8.6,5.25,2
543011,2003477,,,5.25,5.33,,,4.4,8.25,5.25,7.4,5.5,2
543012,2003478,5.75,8.5,,,6.58,5.5,6.6,7.5,,7,,2
543013,2003479,,,7.75,6.33,,,7.6,8,6.75,8.4,4.5,2
543014,2003480,8.5,9.75,,,8.92,8.5,8.4,8.25,,8.4,,2
543015,2003481,,,4,4.92,,,8,7.5,4.25,7.4,6.5,2
543016,2003482,,,4.5,4.67,,,6.4,7.25,4.75,8.2,4.75,2
543017,2003483,7.5,8.5,,,6.92,4.75,6.2,6,,6.4,,2
543018,2003484,6.25,6.75,,,5.83,4.5,3.4,5.75,,4.2,,2
543019,2003485,,,4.5,4.08,,,4.6,4.75,4.5,6.4,3.25,2
543020,2003486,,,5.5,6.17,,,4.4,6.5,6,7.8,7,2
543021,2003487,,,7.5,6.5,,,6.8,7,6,9,6,2
543022,2003488,7,9,,,7.5,6.5,7.6,6.25,,7.4,,2
543023,2003489,7.5,8.5,,,7.33,6,7.4,5.75,,6.4,,2
543024,2003490,7.5,8.75,,,7.42,6,8.4,6.75,,7.2,,2
543025,2003491,,,7,6.25,,,6,5.5,5.75,7.2,6,2
543026,2003492,,,6,5.92,,,9,4.5,4.75,7.4,7,2
543027,2003493,,,6.25,6.42,,,4,4.75,6,7.4,7,2
543028,2003494,,,5.75,6.17,,,8,6.5,5.25,8,7.5,2
543029,2003495,,,6.75,5.67,,,6.8,5.75,5.25,8,5,2
543030,2003496,7.25,8,,,6.58,4.5,3.6,6.25,,6.4,,2
543031,2003497,,,7.25,6.83,,,5.2,6,8,8.6,5.25,2
543032,2003498,6.75,7.25,,,6.67,6,5,6.25,,7.8,,2
543033,2003499,6.5,7.25,,,6.08,4.5,5.4,7.5,,8,,2
543034,2003500,7.25,8.25,,,7.25,6.25,4.6,6,,7.6,,2
543035,2003501,,,8,7.75,,,8.8,6.5,7.5,8.6,7.75,2
543036,2003502,,,7.5,7,,,7.2,7.5,6,8,7.5,2
543037,2003503,6.75,8,,,6.83,5.75,6.8,7.5,,7.6,,2
543038,2003504,,,7.25,6,,,,7.75,4,8.4,6.75,2
543039,2003505,,,7.75,6.58,,,,5.67,7,7.8,5,2
543040,2003506,,,8.25,7.67,,,5.6,6.5,6.25,9,8.5,2
543041,2003507,7.25,9,,,7.58,6.5,5.8,6.75,,6.6,,2
543042,2003508,,,6.25,6.42,,,6.4,6.25,6,8,7,2
543043,2003509,7,9.25,,,7,4.75,8.8,7.25,,7.2,,2
543044,2003510,,,6.5,6.83,,,8.6,6.75,6.25,9.2,7.75,2
543045,2003511,7,9.5,,,8.08,7.75,9,7,,7.2,,2
