Number,Age,Age,Gender,MaritalStatus,EducationLevel,EducationLevel,EducationBackground,JobRole,EnvironmentSatisfaction,EnvironmentSatisfaction,RelationshipSatisfaction,RelationshipSatisfaction,WorkLifeBalance,WorkLifeBalance,TotalWorkExperienceInYears,TotalWorkExperienceInYears,ExperienceYearsInCurrentRole,ExperienceYearsInCurrentRole,PerformanceRating,PerformanceResult
E1001834,36,Main labor group,Male,Single,4,Master,Life Sciences,Sales Representative,3,High,4,Very High,2,Good,7,Silver range,2,Copper range,4,Exceed Expectation
E1001835,48,Middle-aged labor group,Female,Divorced,4,Master,Life Sciences,Sales Executive,3,High,3,High,3,Better,18,Gold range,7,Silver range,3,Meet Expectation
E1001838,33,Main labor group,Male,Married,4,Master,Life Sciences,Sales Executive,1,Low,4,Very High,1,Bad,8,Silver range,2,Copper range,2,Needs Improvement
E1001840,30,Main labor group,Male,Married,3,Bachelor,Life Sciences,Sales Executive,2,Medium,4,Very High,3,Better,10,Silver range,8,Silver range,2,Needs Improvement
E1001841,38,Main labor group,Male,Married,4,Master,Human Resources,Human Resources,3,High,3,High,3,Better,10,Silver range,3,Copper range,3,Meet Expectation
E1001846,30,Main labor group,Male,Married,4,Master,Technical Degree,Sales Executive,3,High,2,Medium,3,Better,9,Silver range,2,Copper range,3,Meet Expectation
E1001847,35,Main labor group,Female,Divorced,3,Bachelor,Life Sciences,Laboratory Technician,1,Low,4,Very High,3,Better,1,Copper range,0,no exps,3,Meet Expectation
E1001850,53,Old labor group,Female,Married,5,Doctor,Technical Degree,Manufacturing Director,3,High,2,Medium,3,Better,34,Diamond range,7,Silver range,3,Meet Expectation
E1001851,38,Main labor group,Male,Married,3,Bachelor,Medical,Manufacturing Director,3,High,1,Low,3,Better,7,Silver range,2,Copper range,3,Meet Expectation
E1001854,48,Middle-aged labor group,Female,Married,4,Master,Other,Manager R&D,3,High,4,Very High,2,Good,10,Silver range,2,Copper range,3,Meet Expectation
E1001855,34,Main labor group,Male,Single,4,Master,Medical,Research Scientist,1,Low,3,High,1,Bad,1,Copper range,0,no exps,3,Meet Expectation
E1001856,55,Old labor group,Male,Married,5,Doctor,Marketing,Manager,3,High,3,High,3,Better,36,Diamond range,6,Silver range,4,Exceed Expectation
E1001858,34,Main labor group,Male,Married,4,Master,Life Sciences,Manager R&D,2,Medium,2,Medium,2,Good,9,Silver range,2,Copper range,2,Needs Improvement
E1001860,38,Main labor group,Male,Married,3,Bachelor,Life Sciences,Sales Executive,3,High,4,Very High,3,Better,10,Silver range,8,Silver range,3,Meet Expectation
E1001863,36,Main labor group,Female,Single,4,Master,Life Sciences,Sales Executive,2,Medium,1,Low,3,Better,15,Gold range,0,no exps,3,Meet Expectation
E1001864,29,Main labor group,Male,Single,1,Below College,Medical,Manager R&D,2,Medium,4,Very High,3,Better,10,Silver range,9,Silver range,2,Needs Improvement
E1001865,35,Main labor group,Female,Single,4,Master,Medical,Healthcare Representative,1,Low,3,High,3,Better,10,Silver range,2,Copper range,3,Meet Expectation
E1001866,39,Main labor group,Male,Married,3,Bachelor,Medical,Sales Executive,4,Very High,1,Low,3,Better,11,Gold range,6,Silver range,3,Meet Expectation
E1001868,29,Main labor group,Male,Divorced,1,Below College,Life Sciences,Finance Manager,1,Low,4,Very High,4,Best,6,Silver range,4,Copper range,2,Needs Improvement
E1001869,50,Middle-aged labor group,Male,Married,3,Bachelor,Marketing,Manager,3,High,3,High,3,Better,27,Diamond range,0,no exps,3,Meet Expectation
E1001870,23,Young labor group,Male,Married,3,Bachelor,Technical Degree,Finance Manager,4,Very High,4,Very High,3,Better,4,Copper range,2,Copper range,3,Meet Expectation
E1001874,35,Main labor group,Male,Married,3,Bachelor,Life Sciences,Finance Manager,2,Medium,4,Very High,2,Good,10,Silver range,9,Silver range,2,Needs Improvement
E1001875,34,Main labor group,Male,Married,4,Master,Technical Degree,Finance Manager,4,Very High,2,Medium,2,Good,8,Silver range,2,Copper range,3,Meet Expectation
E1001877,43,Middle-aged labor group,Male,Divorced,3,Bachelor,Technical Degree,Finance Manager,4,Very High,3,High,3,Better,8,Silver range,4,Copper range,3,Meet Expectation
E1001882,28,Main labor group,Male,Married,3,Bachelor,Medical,Finance Manager,3,High,3,High,3,Better,1,Copper range,1,Copper range,3,Meet Expectation
E1001883,22,Young labor group,Female,Married,2,College,Other,Finance Manager,2,Medium,2,Medium,2,Good,4,Copper range,2,Copper range,2,Needs Improvement
E1001884,50,Middle-aged labor group,Male,Married,5,Doctor,Medical,Finance Manager,2,Medium,3,High,3,Better,32,Diamond range,8,Silver range,2,Needs Improvement
E1001885,32,Main labor group,Female,Married,4,Master,Other,Finance Manager,2,Medium,4,Very High,3,Better,6,Silver range,2,Copper range,3,Meet Expectation
E1001886,44,Middle-aged labor group,Female,Divorced,3,Bachelor,Medical,Finance Manager,2,Medium,4,Very High,2,Good,23,Diamond range,7,Silver range,2,Needs Improvement
E1001887,30,Main labor group,Male,Married,3,Bachelor,Medical,Finance Manager,2,Medium,2,Medium,2,Good,6,Silver range,4,Copper range,2,Needs Improvement
E1001889,45,Middle-aged labor group,Female,Single,5,Doctor,Medical,Finance Manager,3,High,1,Low,3,Better,10,Silver range,7,Silver range,3,Meet Expectation
E1001890,45,Middle-aged labor group,Male,Married,3,Bachelor,Marketing,Sales Executive,1,Low,1,Low,3,Better,10,Silver range,7,Silver range,2,Needs Improvement
E1001891,31,Main labor group,Male,Single,4,Master,Other,Sales Executive,4,Very High,4,Very High,3,Better,10,Silver range,2,Copper range,3,Meet Expectation
E1001892,36,Main labor group,Female,Married,4,Master,Life Sciences,Finance Manager,3,High,2,Medium,3,Better,7,Silver range,2,Copper range,3,Meet Expectation
E1001893,34,Main labor group,Male,Divorced,4,Master,Life Sciences,Finance Manager,3,High,1,Low,3,Better,9,Silver range,7,Silver range,3,Meet Expectation
E1001895,49,Middle-aged labor group,Female,Married,4,Master,Life Sciences,Finance Manager,3,High,4,Very High,2,Good,10,Silver range,6,Silver range,3,Meet Expectation
E1001897,27,Main labor group,Male,Divorced,3,Bachelor,Other,Finance Manager,4,Very High,1,Low,3,Better,7,Silver range,7,Silver range,3,Meet Expectation
E1001899,35,Main labor group,Male,Married,5,Doctor,Life Sciences,Finance Manager,2,Medium,4,Very High,3,Better,16,Gold range,15,Gold range,2,Needs Improvement
E1001900,28,Main labor group,Female,Divorced,3,Bachelor,Medical,Finance Manager,2,Medium,2,Medium,2,Good,6,Silver range,3,Copper range,3,Meet Expectation
E1001901,21,Young labor group,Male,Single,1,Below College,Medical,Finance Manager,3,High,3,High,3,Better,3,Copper range,2,Copper range,3,Meet Expectation
E1001902,18,Young labor group,Female,Single,2,College,Medical,Sales Representative,2,Medium,3,High,4,Best,0,no exps,0,no exps,3,Meet Expectation
E1001903,47,Middle-aged labor group,Female,Married,4,Master,Life Sciences,Manager,4,Very High,3,High,3,Better,27,Diamond range,2,Copper range,3,Meet Expectation
E1001905,39,Main labor group,Male,Divorced,2,College,Medical,Finance Manager,3,High,4,Very High,3,Better,11,Gold range,8,Silver range,3,Meet Expectation
E1001908,35,Main labor group,Female,Married,4,Master,Life Sciences,Finance Manager,3,High,4,Very High,3,Better,15,Gold range,11,Gold range,3,Meet Expectation
E1001909,37,Main labor group,Male,Married,3,Bachelor,Life Sciences,Finance Manager,3,High,1,Low,2,Good,9,Silver range,3,Copper range,3,Meet Expectation
E1001911,39,Main labor group,Female,Single,3,Bachelor,Medical,Finance Manager,1,Low,4,Very High,1,Bad,10,Silver range,2,Copper range,2,Needs Improvement
E1001916,38,Main labor group,Female,Married,2,College,Medical,Finance Manager,4,Very High,4,Very High,4,Best,10,Silver range,4,Copper range,3,Meet Expectation
E1001918,37,Main labor group,Female,Married,3,Bachelor,Medical,Finance Manager,2,Medium,1,Low,1,Bad,8,Silver range,4,Copper range,2,Needs Improvement
E1001919,40,Main labor group,Female,Single,3,Bachelor,Life Sciences,Finance Manager,3,High,4,Very High,2,Good,18,Gold range,2,Copper range,3,Meet Expectation
E1001920,44,Middle-aged labor group,Male,Married,5,Doctor,Human Resources,Human Resources,1,Low,3,High,3,Better,14,Gold range,7,Silver range,3,Meet Expectation
E1001923,35,Main labor group,Male,Divorced,2,College,Medical,Sales Executive,1,Low,4,Very High,2,Good,7,Silver range,2,Copper range,2,Needs Improvement
E1001924,24,Young labor group,Female,Single,1,Below College,Technical Degree,Finance Manager,1,Low,3,High,3,Better,6,Silver range,3,Copper range,2,Needs Improvement
E1001925,27,Main labor group,Female,Married,3,Bachelor,Medical,Finance Manager,2,Medium,1,Low,3,Better,5,Copper range,2,Copper range,3,Meet Expectation
E1001926,27,Main labor group,Male,Single,3,Bachelor,Medical,Finance Manager,4,Very High,3,High,2,Good,6,Silver range,2,Copper range,3,Meet Expectation
E1001931,25,Main labor group,Male,Divorced,1,Below College,Life Sciences,Finance Manager,4,Very High,3,High,3,Better,7,Silver range,7,Silver range,3,Meet Expectation
E1001932,39,Main labor group,Male,Married,3,Bachelor,Medical,Finance Manager,4,Very High,3,High,3,Better,7,Silver range,4,Copper range,4,Exceed Expectation
E1001933,49,Middle-aged labor group,Female,Married,4,Master,Other,Finance Manager,1,Low,2,Medium,3,Better,27,Diamond range,2,Copper range,2,Needs Improvement
E1001934,50,Middle-aged labor group,Female,Divorced,5,Doctor,Life Sciences,Finance Manager,4,Very High,3,High,3,Better,19,Gold range,11,Gold range,3,Meet Expectation
E1001935,20,Young labor group,Female,Single,3,Bachelor,Medical,Sales Representative,3,High,1,Low,3,Better,2,Copper range,2,Copper range,3,Meet Expectation
E1001936,34,Main labor group,Female,Divorced,3,Bachelor,Life Sciences,Finance Manager,4,Very High,3,High,3,Better,11,Gold range,8,Silver range,3,Meet Expectation
E1001937,36,Main labor group,Male,Single,3,Bachelor,Life Sciences,Finance Manager,1,Low,3,High,3,Better,15,Gold range,3,Copper range,2,Needs Improvement
E1001939,49,Middle-aged labor group,Female,Married,1,Below College,Life Sciences,Finance Manager,3,High,2,Medium,3,Better,30,Diamond range,11,Gold range,3,Meet Expectation
E1001940,36,Main labor group,Female,Married,4,Master,Medical,Finance Manager,4,Very High,3,High,3,Better,4,Copper range,2,Copper range,3,Meet Expectation
E1001942,36,Main labor group,Male,Divorced,2,College,Life Sciences,Finance Manager,4,Very High,1,Low,3,Better,13,Gold range,4,Copper range,4,Exceed Expectation
E1001943,54,Old labor group,Female,Married,5,Doctor,Medical,Finance Manager,2,Medium,3,High,3,Better,36,Diamond range,8,Silver range,2,Needs Improvement
E1001944,43,Middle-aged labor group,Male,Married,2,College,Life Sciences,Finance Manager,3,High,1,Low,3,Better,14,Gold range,10,Silver range,4,Exceed Expectation
E1001945,35,Main labor group,Male,Single,4,Master,Other,Sales Executive,4,Very High,1,Low,4,Best,13,Gold range,9,Silver range,4,Exceed Expectation
E1001947,29,Main labor group,Male,Divorced,3,Bachelor,Medical,Sales Executive,1,Low,2,Medium,2,Good,10,Silver range,0,no exps,3,Meet Expectation
E1001948,33,Main labor group,Male,Divorced,4,Master,Medical,Sales Executive,4,Very High,3,High,3,Better,6,Silver range,2,Copper range,3,Meet Expectation
E1001949,32,Main labor group,Male,Divorced,3,Bachelor,Medical,Finance Manager,4,Very High,3,High,2,Good,10,Silver range,5,Copper range,3,Meet Expectation
E1001951,31,Main labor group,Female,Married,4,Master,Life Sciences,Sales Executive,1,Low,1,Low,3,Better,10,Silver range,0,no exps,3,Meet Expectation
E1001952,49,Middle-aged labor group,Female,Divorced,3,Bachelor,Medical,Finance Manager,4,Very High,2,Medium,2,Good,17,Gold range,2,Copper range,3,Meet Expectation
E1001958,20,Young labor group,Male,Single,1,Below College,Life Sciences,Sales Representative,4,Very High,1,Low,3,Better,2,Copper range,2,Copper range,3,Meet Expectation
E1001959,33,Main labor group,Female,Divorced,3,Bachelor,Life Sciences,Sales Executive,3,High,3,High,3,Better,7,Silver range,5,Copper range,4,Exceed Expectation
E1001960,36,Main labor group,Male,Married,4,Master,Life Sciences,Finance Manager,1,Low,2,Medium,2,Good,10,Silver range,2,Copper range,3,Meet Expectation
E1001961,44,Middle-aged labor group,Female,Divorced,3,Bachelor,Life Sciences,Human Resources,3,High,1,Low,3,Better,8,Silver range,2,Copper range,3,Meet Expectation
E1001962,23,Young labor group,Male,Single,1,Below College,Medical,Finance Manager,4,Very High,1,Low,3,Better,5,Copper range,4,Copper range,3,Meet Expectation
E1001965,38,Main labor group,Female,Married,2,College,Medical,Finance Manager,4,Very High,4,Very High,2,Good,7,Silver range,0,no exps,3,Meet Expectation
E1001967,53,Old labor group,Male,Married,4,Master,Medical,Finance Manager,2,Medium,3,High,3,Better,11,Gold range,3,Copper range,2,Needs Improvement
E1001969,48,Middle-aged labor group,Female,Married,2,College,Medical,Sales Representative,4,Very High,3,High,3,Better,19,Gold range,7,Silver range,3,Meet Expectation
E1001970,32,Main labor group,Male,Single,4,Master,Life Sciences,Finance Manager,4,Very High,1,Low,3,Better,1,Copper range,0,no exps,3,Meet Expectation
E1001971,26,Main labor group,Male,Single,3,Bachelor,Medical,Finance Manager,4,Very High,3,High,3,Better,7,Silver range,7,Silver range,4,Exceed Expectation
E1001972,55,Old labor group,Male,Divorced,3,Bachelor,Technical Degree,Finance Manager,1,Low,4,Very High,3,Better,8,Silver range,2,Copper range,2,Needs Improvement
E1001974,34,Main labor group,Male,Married,2,College,Medical,Manager R&D,2,Medium,3,High,4,Best,15,Gold range,10,Silver range,2,Needs Improvement
E1001975,60,Old labor group,Male,Divorced,4,Master,Medical,Healthcare Representative,3,High,3,High,4,Best,19,Gold range,0,no exps,4,Exceed Expectation
E1001978,37,Main labor group,Male,Divorced,4,Master,Medical,Sales Executive,3,High,3,High,2,Good,6,Silver range,3,Copper range,3,Meet Expectation
E1001979,34,Main labor group,Female,Married,3,Bachelor,Life Sciences,Research Scientist,2,Medium,2,Medium,3,Better,10,Silver range,9,Silver range,2,Needs Improvement
E1001981,44,Middle-aged labor group,Female,Married,3,Bachelor,Life Sciences,Healthcare Representative,3,High,2,Medium,3,Better,9,Silver range,7,Silver range,3,Meet Expectation
E1001984,43,Middle-aged labor group,Male,Married,3,Bachelor,Medical,Sales Executive,4,Very High,1,Low,3,Better,10,Silver range,9,Silver range,3,Meet Expectation
E1001987,29,Main labor group,Female,Married,4,Master,Medical,Manager R&D,4,Very High,3,High,3,Better,9,Silver range,3,Copper range,3,Meet Expectation
E1001988,36,Main labor group,Female,Single,4,Master,Life Sciences,Sales Representative,3,High,3,High,2,Good,17,Gold range,7,Silver range,3,Meet Expectation
E1001990,45,Middle-aged labor group,Male,Married,1,Below College,Life Sciences,Manager R&D,3,High,4,Very High,2,Good,25,Diamond range,15,Gold range,4,Exceed Expectation
E1001996,26,Main labor group,Male,Married,4,Master,Medical,Laboratory Technician,4,Very High,3,High,4,Best,3,Copper range,2,Copper range,3,Meet Expectation
E1001997,45,Middle-aged labor group,Female,Single,2,College,Technical Degree,Manager R&D,4,Very High,3,High,3,Better,21,Diamond range,6,Silver range,3,Meet Expectation
E1001999,31,Main labor group,Male,Married,4,Master,Life Sciences,Laboratory Technician,2,Medium,4,Very High,4,Best,6,Silver range,2,Copper range,3,Meet Expectation
E1002000,41,Middle-aged labor group,Male,Married,3,Bachelor,Human Resources,Human Resources,3,High,2,Medium,3,Better,10,Silver range,2,Copper range,3,Meet Expectation
E1002002,40,Main labor group,Female,Married,2,College,Life Sciences,Manufacturing Director,2,Medium,2,Medium,3,Better,18,Gold range,0,no exps,3,Meet Expectation
E1002003,24,Young labor group,Male,Divorced,1,Below College,Medical,Laboratory Technician,2,Medium,2,Medium,4,Best,6,Silver range,2,Copper range,2,Needs Improvement
E1002005,46,Middle-aged labor group,Male,Single,4,Master,Life Sciences,Healthcare Representative,3,High,4,Very High,3,Better,19,Gold range,7,Silver range,3,Meet Expectation
E1002007,30,Main labor group,Male,Married,1,Below College,Life Sciences,Research Scientist,2,Medium,2,Medium,2,Good,10,Silver range,0,no exps,3,Meet Expectation
E1002009,47,Middle-aged labor group,Male,Married,4,Master,Marketing,Sales Executive,3,High,4,Very High,1,Bad,4,Copper range,0,no exps,3,Meet Expectation
E1002010,46,Middle-aged labor group,Male,Divorced,3,Bachelor,Life Sciences,Sales Executive,3,High,2,Medium,2,Good,13,Gold range,6,Silver range,3,Meet Expectation
E1002011,36,Main labor group,Male,Divorced,5,Doctor,Marketing,Sales Executive,2,Medium,2,Medium,3,Better,16,Gold range,2,Copper range,2,Needs Improvement
E1002012,32,Main labor group,Male,Single,2,College,Life Sciences,Sales Executive,1,Low,2,Medium,3,Better,10,Silver range,0,no exps,3,Meet Expectation
E1002014,31,Main labor group,Female,Single,1,Below College,Technical Degree,Manufacturing Director,4,Very High,4,Very High,2,Good,9,Silver range,4,Copper range,4,Exceed Expectation
E1002015,39,Main labor group,Male,Married,3,Bachelor,Life Sciences,Laboratory Technician,4,Very High,4,Very High,3,Better,9,Silver range,8,Silver range,3,Meet Expectation
E1002017,32,Main labor group,Male,Married,3,Bachelor,Life Sciences,Sales Executive,4,Very High,3,High,1,Bad,10,Silver range,3,Copper range,3,Meet Expectation
E1002018,40,Main labor group,Male,Single,4,Master,Medical,Manager,2,Medium,2,Medium,2,Good,21,Diamond range,8,Silver range,2,Needs Improvement
E1002022,45,Middle-aged labor group,Female,Married,3,Bachelor,Life Sciences,Human Resources,3,High,3,High,4,Best,9,Silver range,0,no exps,4,Exceed Expectation
E1002023,30,Main labor group,Female,Single,4,Master,Technical Degree,Manager R&D,4,Very High,4,Very High,3,Better,10,Silver range,7,Silver range,3,Meet Expectation
E1002024,24,Young labor group,Male,Married,3,Bachelor,Medical,Human Resources,1,Low,4,Very High,3,Better,3,Copper range,2,Copper range,2,Needs Improvement
